openml_id;openml_tid;origin
745;;tabdpt_cls
746;;tabdpt_cls
747;;tabdpt_cls
748;;tabdpt_cls
750;;tabdpt_cls
753;;tabdpt_cls
757;;tabdpt_cls
763;;tabdpt_cls
764;;tabdpt_cls
765;;tabdpt_cls
767;;tabdpt_cls
774;;tabdpt_cls
778;;tabdpt_cls
779;;tabdpt_cls
786;;tabdpt_cls
788;;tabdpt_cls
795;;tabdpt_cls
796;;tabdpt_cls
798;;tabdpt_cls
801;;tabdpt_cls
802;;tabdpt_cls
805;;tabdpt_cls
806;;tabdpt_cls
810;;tabdpt_cls
811;;tabdpt_cls
814;;tabdpt_cls
816;;tabdpt_cls
820;;tabdpt_cls
825;;tabdpt_cls
827;;tabdpt_cls
831;;tabdpt_cls
837;;tabdpt_cls
838;;tabdpt_cls
839;;tabdpt_cls
840;;tabdpt_cls
841;;tabdpt_cls
843;;tabdpt_cls
844;;tabdpt_cls
852;;tabdpt_cls
854;;tabdpt_cls
860;;tabdpt_cls
880;;tabdpt_cls
886;;tabdpt_cls
895;;tabdpt_cls
896;;tabdpt_cls
900;;tabdpt_cls
903;;tabdpt_cls
906;;tabdpt_cls
907;;tabdpt_cls
908;;tabdpt_cls
909;;tabdpt_cls
911;;tabdpt_cls
912;;tabdpt_cls
913;;tabdpt_cls
915;;tabdpt_cls
925;;tabdpt_cls
930;;tabdpt_cls
931;;tabdpt_cls
939;;tabdpt_cls
940;;tabdpt_cls
941;;tabdpt_cls
943;;tabdpt_cls
949;;tabdpt_cls
957;;tabdpt_cls
966;;tabdpt_cls
968;;tabdpt_cls
981;;tabdpt_cls
984;;tabdpt_cls
987;;tabdpt_cls
996;;tabdpt_cls
1000;;tabdpt_cls
1002;;tabdpt_cls
1016;;tabdpt_cls
1018;;tabdpt_cls
1037;;tabdpt_cls
1042;;tabdpt_cls
1048;;tabdpt_cls
1054;;tabdpt_cls
1071;;tabdpt_cls
1073;;tabdpt_cls
1100;;tabdpt_cls
1112;;tabdpt_cls
1115;;tabdpt_cls
1126;;tabdpt_cls
1129;;tabdpt_cls
1130;;tabdpt_cls
1131;;tabdpt_cls
1142;;tabdpt_cls
1156;;tabdpt_cls
1162;;tabdpt_cls
1412;;tabdpt_cls
1442;;tabdpt_cls
1443;;tabdpt_cls
1444;;tabdpt_cls
1446;;tabdpt_cls
1447;;tabdpt_cls
1448;;tabdpt_cls
1451;;tabdpt_cls
1452;;tabdpt_cls
1453;;tabdpt_cls
1481;;tabdpt_cls
1488;;tabdpt_cls
1490;;tabdpt_cls
1495;;tabdpt_cls
1498;;tabdpt_cls
1499;;tabdpt_cls
1503;;tabdpt_cls
1506;;tabdpt_cls
1507;;tabdpt_cls
1508;;tabdpt_cls
1511;;tabdpt_cls
1512;;tabdpt_cls
1520;;tabdpt_cls
1523;;tabdpt_cls
1531;;tabdpt_cls
1532;;tabdpt_cls
1538;;tabdpt_cls
1541;;tabdpt_cls
1546;;tabdpt_cls
1547;;tabdpt_cls
4153;;tabdpt_cls
23499;;tabdpt_cls
40646;;tabdpt_cls
40663;;tabdpt_cls
40669;;tabdpt_cls
40680;;tabdpt_cls
40682;;tabdpt_cls
40690;;tabdpt_cls
40693;;tabdpt_cls
40705;;tabdpt_cls
40706;;tabdpt_cls
40710;;tabdpt_cls
40711;;tabdpt_cls
41430;;tabdpt_cls
41538;;tabdpt_cls
41919;;tabdpt_cls
41976;;tabdpt_cls
42172;;tabdpt_cls
42261;;tabdpt_cls
42544;;tabdpt_cls
42585;;tabdpt_cls
42638;;tabdpt_cls
44956;361234;tabdpt_reg
44957;361235;tabdpt_reg
44958;361236;tabdpt_reg
44959;361237;tabdpt_reg
44963;361241;tabdpt_reg
44964;361242;tabdpt_reg
44965;361243;tabdpt_reg
44966;361244;tabdpt_reg
44969;361247;tabdpt_reg
44971;361249;tabdpt_reg
44972;361250;tabdpt_reg
44973;361251;tabdpt_reg
44974;361252;tabdpt_reg
44975;361253;tabdpt_reg
44976;361254;tabdpt_reg
44977;361255;tabdpt_reg
44978;361256;tabdpt_reg
44979;361257;tabdpt_reg
44980;361258;tabdpt_reg
44981;361259;tabdpt_reg
44983;361260;tabdpt_reg
44984;361261;tabdpt_reg
44987;361264;tabdpt_reg
44989;361266;tabdpt_reg
44990;361267;tabdpt_reg
44992;361268;tabdpt_reg
44993;361269;tabdpt_reg
45012;361272;tabdpt_reg
41021;361616;tabdpt_reg
44960;361617;tabdpt_reg
44962;361618;tabdpt_reg
44967;361619;tabdpt_reg
44970;361621;tabdpt_reg
44994;361622;tabdpt_reg
45402;361623;tabdpt_reg
44055;361093;tabdpt_reg
44056;361094;tabdpt_reg
44059;361096;tabdpt_reg
44061;361097;tabdpt_reg
44062;361098;tabdpt_reg
44063;361099;tabdpt_reg
44065;361101;tabdpt_reg
44066;361102;tabdpt_reg
44068;361103;tabdpt_reg
44069;361104;tabdpt_reg
45041;361287;tabdpt_reg
45042;361288;tabdpt_reg
45043;361289;tabdpt_reg
45045;361291;tabdpt_reg
45046;361292;tabdpt_reg
45047;361293;tabdpt_reg
45048;361294;tabdpt_reg
44132;361072;tabdpt_reg
44133;361073;tabdpt_reg
44134;361074;tabdpt_reg
44136;361076;tabdpt_reg
44137;361077;tabdpt_reg
44138;361078;tabdpt_reg
44139;361079;tabdpt_reg
44140;361080;tabdpt_reg
44141;361081;tabdpt_reg
44142;361082;tabdpt_reg
44143;361083;tabdpt_reg
44144;361084;tabdpt_reg
44145;361085;tabdpt_reg
44146;361086;tabdpt_reg
44147;361087;tabdpt_reg
44148;361088;tabdpt_reg
45032;361279;tabdpt_reg
45033;361280;tabdpt_reg
45034;361281;tabdpt_reg
42225;233211;tabdpt_reg
42571;233212;tabdpt_reg
4549;233213;tabdpt_reg
42572;233214;tabdpt_reg
42570;233215;tabdpt_reg
42705;317614;tabdpt_reg
42728;359929;tabdpt_reg
550;359930;tabdpt_reg
546;359931;tabdpt_reg
541;359932;tabdpt_reg
507;359933;tabdpt_reg
505;359934;tabdpt_reg
287;359935;tabdpt_reg
216;359936;tabdpt_reg
41540;359937;tabdpt_reg
42688;359938;tabdpt_reg
422;359939;tabdpt_reg
416;359940;tabdpt_reg
42724;359941;tabdpt_reg
42727;359942;tabdpt_reg
42729;359943;tabdpt_reg
42726;359944;tabdpt_reg
42730;359945;tabdpt_reg
201;359946;tabdpt_reg
41980;359948;tabdpt_reg
42731;359949;tabdpt_reg
531;359950;tabdpt_reg
42563;359951;tabdpt_reg
574;359952;tabdpt_reg
3050;360932;tabdpt_reg
3277;360933;tabdpt_reg
43071;360945;tabdpt_reg
4135;;realpfn_cls
1459;;realpfn_cls
44234;;realpfn_cls
251;;realpfn_cls
137;;realpfn_cls
41434;;realpfn_cls
4154;;realpfn_cls
40668;;realpfn_cls
1471;;realpfn_cls
151;;realpfn_cls
846;;realpfn_cls
43551;;realpfn_cls
1044;;realpfn_cls
41787;;realpfn_cls
1477;;realpfn_cls
1476;;realpfn_cls
23512;;realpfn_cls
821;;realpfn_cls
843;;realpfn_cls
44201;;realpfn_cls
43904;;realpfn_cls
40679;;realpfn_cls
1120;;realpfn_cls
43617;;realpfn_cls
41671;;realpfn_cls
901;;realpfn_cls
1046;;realpfn_cls
43923;;realpfn_cls
44226;;realpfn_cls
1568;;realpfn_cls
45067;;realpfn_cls
32;;realpfn_cls
4534;;realpfn_cls
44122;;realpfn_cls
46676;;realpfn_cls
1461;;realpfn_cls
43039;;realpfn_cls
41156;;realpfn_cls
40981;;realpfn_cls
1464;;realpfn_cls
40975;;realpfn_cls
40701;;realpfn_cls
23;;realpfn_cls
31;;realpfn_cls
40670;;realpfn_cls
188;;realpfn_cls
1475;;realpfn_cls
4538;;realpfn_cls
41143;;realpfn_cls
1067;;realpfn_cls
3;;realpfn_cls
41144;;realpfn_cls
12;;realpfn_cls
1487;;realpfn_cls
1049;;realpfn_cls
41145;;realpfn_cls
1489;;realpfn_cls
1494;;realpfn_cls
40900;;realpfn_cls
40984;;realpfn_cls
40982;;realpfn_cls
41146;;realpfn_cls
54;;realpfn_cls
40983;;realpfn_cls
40498;;realpfn_cls
181;;realpfn_cls
61;59;toy_cls
187;2382;toy_cls
1510;9946;toy_cls
43959;362443;toy_reg
46904;363612;tabarena
46905;363613;tabarena
46906;363614;tabarena
46907;363615;tabarena
46908;363616;tabarena
46910;363618;tabarena
46911;363619;tabarena
46912;363620;tabarena
46913;363621;tabarena
46915;363623;tabarena
46916;363624;tabarena
46917;363625;tabarena
46918;363626;tabarena
46919;363627;tabarena
46920;363628;tabarena
46921;363629;tabarena
46922;363630;tabarena
46923;363631;tabarena
46924;363632;tabarena
46927;363671;tabarena
46928;363672;tabarena
46929;363673;tabarena
46930;363674;tabarena
46931;363675;tabarena
46932;363676;tabarena
46933;363677;tabarena
46934;363678;tabarena
46935;363679;tabarena
46937;363681;tabarena
46938;363682;tabarena
46939;363683;tabarena
46940;363684;tabarena
46941;363685;tabarena
46942;363686;tabarena
46969;363689;tabarena
46947;363691;tabarena
46949;363693;tabarena
46950;363694;tabarena
46952;363696;tabarena
46953;363697;tabarena
46954;363698;tabarena
46955;363699;tabarena
46956;363700;tabarena
46958;363702;tabarena
46960;363704;tabarena
46961;363705;tabarena
46962;363706;tabarena
46963;363707;tabarena
46964;363708;tabarena
46980;363711;tabarena
46979;363712;tabarena
41156;168850;tabpfn_paper_eval
40981;146818;tabpfn_paper_eval
1464;10101;tabpfn_paper_eval
40975;146821;tabpfn_paper_eval
40701;146227;tabpfn_paper_eval
23;23;tabpfn_paper_eval
31;31;tabpfn_paper_eval
40670;146197;tabpfn_paper_eval
188;2079;tabpfn_paper_eval
1475;9985;tabpfn_paper_eval
4538;14969;tabpfn_paper_eval
41143;168854;tabpfn_paper_eval
1067;3917;tabpfn_paper_eval
3;3;tabpfn_paper_eval
41144;189863;tabpfn_paper_eval
12;12;tabpfn_paper_eval
1487;9978;tabpfn_paper_eval
1049;3902;tabpfn_paper_eval
41145;189864;tabpfn_paper_eval
1489;9952;tabpfn_paper_eval
1494;9957;tabpfn_paper_eval
40900;167211;tabpfn_paper_eval
40984;146822;tabpfn_paper_eval
40982;146817;tabpfn_paper_eval
41146;168853;tabpfn_paper_eval
54;53;tabpfn_paper_eval
40983;146820;tabpfn_paper_eval
181;2073;tabpfn_paper_eval
